,Name,Comment,Time,Likes,Reply Count,score,Comment_clean
108,steve james,Wonder how many times in the writers notes no white males no looking europeans knowing what the media owners are all about anti white power,2021-08-07T20:29:12Z,0,0,-0.6908,Wonder how many times in the writers notes no white males no looking europeans knowing what the media owners are all about anti white power
109,duke wecken,"Don&#39;t care, but fuck yes to this!!!!!",2021-08-07T19:29:27Z,0,0,-0.3111,Don&39;t care but fuck yes to this!!!!!
110,Sean McGuire,"Never read the silmarillion, but I&#39;ve watched a ton of video breakdowns about diff characters m stories. I can&#39;t wait",2021-08-07T18:57:39Z,2,1,0.0,Never read the silmarillion but I&39;ve watched a ton of video breakdowns about diff characters m stories. I can&39;t wait
111,Skittles 1989,That Gollum placement had me rolling.,2021-08-07T18:29:07Z,4,0,0.0,That Gollum placement had me rolling.
112,Jared Huddleston,That’s Lindon,2021-08-07T16:35:12Z,0,0,0.0,That’s Lindon
113,Ryan Vergara,The Fall of Númenor would be a great series :),2021-08-07T12:04:26Z,2,0,0.7964,The Fall of Númenor would be a great series :)
114,Kit Wilson,The Akalabeth!,2021-08-07T02:39:52Z,0,0,0.0,The Akalabeth!
115,Edward Parsons,"I like TBD LotR, we should keep it!",2021-08-06T23:16:55Z,1,0,0.4199,I like TBD LotR we should keep it!
116,Mo Aljada,"There are NO mountains around Valmar!<br>Also, the Two Trees were right behind Valmar which means they would have appeared a lot closer from that distance. <br>The city in this image  is most likely to be Tirion and not Valmar.",2021-08-06T22:21:46Z,5,0,-0.4981,There are NO mountains around Valmar!brAlso the Two Trees were right behind Valmar which means they would have appeared a lot closer from that distance. brThe city in this image  is most likely to be Tirion and not Valmar.
117,Jorge Carbajal,"I’m curious if the series is meant to connect to the films, or be a separate adaptation.",2021-08-06T21:38:16Z,7,1,0.3182,I’m curious if the series is meant to connect to the films or be a separate adaptation.
118,Derek A,"Melkor did not just &#39;&#39;wake up one day&#39;&#39; and decide to become violent and the source of evil.The discord of Melkor was shown as far back as the music of the Ainur. Since the Ainur are products of Eru&#39;s thought and being, Melkor is the part of Eru that is dark and malicious. This is also a point that we can argue that in the creation of the Ainur and subsequent Valar (Ainu who descended into Arda) Eru had no control over their individual dispositions as he would have certainly not made mightiest of them all also the most corrupt one as well.",2021-08-06T21:23:24Z,2,1,-0.6808,Melkor did not just &39;&39;wake up one day&39;&39; and decide to become violent and the source of evil.The discord of Melkor was shown as far back as the music of the Ainur. Since the Ainur are products of Eru&39;s thought and being Melkor is the part of Eru that is dark and malicious. This is also a point that we can argue that in the creation of the Ainur and subsequent Valar (Ainu who descended into Arda) Eru had no control over their individual dispositions as he would have certainly not made mightiest of them all also the most corrupt one as well.
119,Damian7,"<a href=""https://www.youtube.com/watch?v=7HK1uLDtzX4&amp;t=5m56s"">5:56</a> and he also reshaped the world into a sphere just in case",2021-08-06T19:33:53Z,4,0,0.0,"a href=""https://www.youtube.com/watch?v=7HK1uLDtzX4&amp;t=5m56s""5:56/a and he also reshaped the world into a sphere just in case"
120,Damian7,Damn if we get a War of wrath recap similar to the last alliance in lotr it will be epic.,2021-08-06T19:30:41Z,1,0,-0.765,Damn if we get a War of wrath recap similar to the last alliance in lotr it will be epic.
121,Bulbusaurus,Excited for this!!!,2021-08-06T19:27:15Z,1,0,0.5067,Excited for this!!!
122,kanzaki0001,It’s not a spoiler until it’s actually in the episode.,2021-08-06T19:23:21Z,0,0,0.0,It’s not a spoiler until it’s actually in the episode.
123,Christopher Beard,"Psh, pleb. The two trees are prior to the first age.",2021-08-06T19:15:41Z,0,0,0.0,Psh pleb. The two trees are prior to the first age.
124,Hari Shankar,$1B budget<br>God!!! 😱😱😱😱😱<br>Some movies can&#39;t even get that in Box office,2021-08-06T16:31:33Z,1,0,0.0,1B budgetbrGod!!! 😱😱😱😱😱brSome movies can&39;t even get that in Box office
125,Cloo Viewer,"2nd Age? Calibrimbor, the creation of the rings. Fall of Eregion.",2021-08-06T13:44:22Z,0,0,0.2732,2nd Age? Calibrimbor the creation of the rings. Fall of Eregion.
126,𝕵𝖔𝖐𝖊𝖗,If sauron doesn&#39;t get much scream time I&#39;m gonna start a Protest,2021-08-06T13:23:11Z,0,0,-0.5719,If sauron doesn&39;t get much scream time I&39;m gonna start a Protest
127,alstjr qkr,Yo i forgot this being made🤯,2021-08-06T05:11:19Z,0,0,0.0,Yo i forgot this being made🤯
128,Kneelbefore Zod21,I want to see Tulkas tear shit up.,2021-08-05T23:15:18Z,0,0,-0.5106,I want to see Tulkas tear shit up.
129,MoparMcNeer,"For hitting all those pronunciations, you must be a god sir.",2021-08-05T22:46:54Z,0,0,0.2732,For hitting all those pronunciations you must be a god sir.
130,Nutash kotwal,Morgoth was Ainur ? Wasn&#39;t her among the Valar too ?,2021-08-05T22:17:25Z,0,1,0.0,Morgoth was Ainur ? Wasn&39;t her among the Valar too ?
131,Xerxes2005,"This is clearly Tirion upon Túna. It&#39;s built on a hill in a valley, which is probably the Calacirya. Valmar was built on a plain.",2021-08-05T21:36:59Z,0,0,0.4019,This is clearly Tirion upon Túna. It&39;s built on a hill in a valley which is probably the Calacirya. Valmar was built on a plain.
132,Clown of the times,Is it me or is the shadow around the character weird?,2021-08-05T21:27:11Z,0,0,-0.1779,Is it me or is the shadow around the character weird?
133,Ry V.,A Beren and Lúthien episode would be amazing!!,2021-08-05T20:16:59Z,4,1,0.658,A Beren and Lúthien episode would be amazing!!
134,Maria Miles,My guess is that&#39;s a photo of Tirion not Valmar. Tirion is also in Valinor and surrounded by mountains. Valmar isn&#39;t traditionally surrounded by mountains like you can see in this photo unless the showrunners made changes to the landscape.,2021-08-05T19:14:58Z,0,0,0.3612,My guess is that&39;s a photo of Tirion not Valmar. Tirion is also in Valinor and surrounded by mountains. Valmar isn&39;t traditionally surrounded by mountains like you can see in this photo unless the showrunners made changes to the landscape.
135,Paul O'Neill,"So wrong.<br>It is Tirion NOT Valmar. Valmar doesn&#39;t have mountains either side of it. &quot;Valmar is closer!&quot; So what?, these trees light the entire (flat) world, including Tirion<br>That is clearly a female not a male (figure, dress). Almost certainly Galadriel for grubby financial reasons of hooking existing LotR fanbase into the new IP with a known character.  Also NOT reprising Galadriel&#39;s LotR prologue, one of modern cinemas most iconic scenes, would be dumb-a-f. Galadriel was born in Tirion so a first age Galadriel flashback would probably show that.",2021-08-05T17:11:18Z,0,0,0.6248,So wrong.brIt is Tirion NOT Valmar. Valmar doesn&39;t have mountains either side of it. &quot;Valmar is closer!&quot; So what? these trees light the entire (flat) world including TirionbrThat is clearly a female not a male (figure dress). Almost certainly Galadriel for grubby financial reasons of hooking existing LotR fanbase into the new IP with a known character.  Also NOT reprising Galadriel&39;s LotR prologue one of modern cinemas most iconic scenes would be dumb-a-f. Galadriel was born in Tirion so a first age Galadriel flashback would probably show that.
136,Fathel,"The image is not taking place in the first age it takes place during the Years Of The Trees, before the first age.",2021-08-05T16:43:26Z,0,0,0.0,The image is not taking place in the first age it takes place during the Years Of The Trees before the first age.
137,Nic Neptune,"Correction @ <a href=""https://www.youtube.com/watch?v=7HK1uLDtzX4&amp;t=3m54s"">3:54</a><br>Melkor IS Morgoth. No and/or. He is one and the same.",2021-08-05T16:39:07Z,4,1,-0.296,"Correction @ a href=""https://www.youtube.com/watch?v=7HK1uLDtzX4&amp;t=3m54s""3:54/abrMelkor IS Morgoth. No and/or. He is one and the same."
138,Uncle Fester,Maybe it’s Galadriel?,2021-08-05T16:26:15Z,0,0,0.0,Maybe it’s Galadriel?
139,EnderProdigy,I&#39;m so excited for this series just for the landscapes and god rays. I&#39;m pretty nerdy but my LOTR lore is lacking. My girl is gonna be so pumped. Been wanting to read the Silmarillion maybe I&#39;ll get on that now that were a year away so I can obsess and make fan theories on something other than marvel lol.,2021-08-05T15:34:55Z,6,0,0.8963,I&39;m so excited for this series just for the landscapes and god rays. I&39;m pretty nerdy but my LOTR lore is lacking. My girl is gonna be so pumped. Been wanting to read the Silmarillion maybe I&39;ll get on that now that were a year away so I can obsess and make fan theories on something other than marvel lol.
140,The Wandering,This is gonna suck ass. Toxic American politics pissing all over something that is distinctly English. Just another platform to spread ma message. Trash.,2021-08-05T14:47:51Z,0,0,-0.8442,This is gonna suck ass. Toxic American politics pissing all over something that is distinctly English. Just another platform to spread ma message. Trash.
141,CJS,I just hope its not full of woke bullshit!,2021-08-05T10:50:14Z,1,0,-0.2942,I just hope its not full of woke bullshit!
142,Jim bob,Just cast Finn wolfhard and zendaya and be done with killing it,2021-08-05T10:32:24Z,1,0,-0.6597,Just cast Finn wolfhard and zendaya and be done with killing it
143,Steve,"I’m not a racist but I will be really pissed off if Amazon gets woke about this and gives us Hispanic dwarves, Black humans, Asian elves, etc. This would absolutely ruin the true nature of Tolkien&#39;s universe. If they do anything like that, I won’t watch the goddamn show!",2021-08-05T09:54:07Z,1,1,-0.8323,I’m not a racist but I will be really pissed off if Amazon gets woke about this and gives us Hispanic dwarves Black humans Asian elves etc. This would absolutely ruin the true nature of Tolkien&39;s universe. If they do anything like that I won’t watch the goddamn show!
144,TeFaZ,Valmar was located on flat plains.<br>What you see in the picture is Tirion upon the hill of tuna located in the mountain opening of calacirya,2021-08-05T09:33:21Z,0,0,0.0,Valmar was located on flat plains.brWhat you see in the picture is Tirion upon the hill of tuna located in the mountain opening of calacirya
145,Morgoth,Is this depicting what happened in the 2nd age If so I&#39;m all for it but if its depicting the same as Peter Jackson LOTR being the 3rd age I won&#39;t be watching it.,2021-08-05T09:08:40Z,0,0,0.0,Is this depicting what happened in the 2nd age If so I&39;m all for it but if its depicting the same as Peter Jackson LOTR being the 3rd age I won&39;t be watching it.
146,Jggh Gfhh,Sauron was in angband at this time,2021-08-05T08:42:38Z,0,0,0.0,Sauron was in angband at this time
147,Natalie Anguiano,"The city was built on the great Plain of Valinor beyond the shield of the Pelóri, gated with great golden gates. It had gold domes, and streets paved with silver. Before the city&#39;s western gate lay the mound of Ezellohar, on which stood the Two Trees, and Máhanaxar, the Ring of Doom, were outside Valmar and between the city and the Trees. Valmar is generally considered the capital of Valinor, as it was there that the Valar congregated",2021-08-05T08:19:24Z,7,1,0.7579,The city was built on the great Plain of Valinor beyond the shield of the Pelóri gated with great golden gates. It had gold domes and streets paved with silver. Before the city&39;s western gate lay the mound of Ezellohar on which stood the Two Trees and Máhanaxar the Ring of Doom were outside Valmar and between the city and the Trees. Valmar is generally considered the capital of Valinor as it was there that the Valar congregated
148,Celestialz,As long as they don’t pander to nude Elven sex scenes Game of thrones style.,2021-08-05T07:29:37Z,2,0,0.0,As long as they don’t pander to nude Elven sex scenes Game of thrones style.
149,Jay Con,It may look great but it will be a disaster if it will not level up like the original coz heck that was a great high standards. Not to mention the budget.,2021-08-05T06:52:41Z,0,0,0.4282,It may look great but it will be a disaster if it will not level up like the original coz heck that was a great high standards. Not to mention the budget.
150,Wawa Dy,Year of the Trees. Not First age. lul,2021-08-05T05:02:35Z,0,1,0.0,Year of the Trees. Not First age. lul
151,Dixie Normous,Knowing Amazon Gandalf is probably a Woman. Samwise will be Black. And Merry and Pippin will be a couple. <br>I hope I&#39;m wrong. But in the wokeness world of Amazon anything is possible.,2021-08-05T04:28:36Z,1,2,0.6908,Knowing Amazon Gandalf is probably a Woman. Samwise will be Black. And Merry and Pippin will be a couple. brI hope I&39;m wrong. But in the wokeness world of Amazon anything is possible.
152,Alex V,"<a href=""https://www.youtube.com/watch?v=7HK1uLDtzX4&amp;t=5m03s"">5:03</a> To be clear, Sauron/Mairon wasn&#39;t young in the Second Age. He was as old as any Maia, as old as the world itself, as indeed were Gandalf and Saruman.",2021-08-05T04:13:06Z,4,0,0.3818,"a href=""https://www.youtube.com/watch?v=7HK1uLDtzX4&amp;t=5m03s""5:03/a To be clear Sauron/Mairon wasn&39;t young in the Second Age. He was as old as any Maia as old as the world itself as indeed were Gandalf and Saruman."
153,Joshua Harvey,"Hahaha yes we have to wait, yes we can speculate, yes we can anticipate. Then when the day comes, they will hate, they will cry, they will troll, and thus is our way of life welcome to cancel culture lotr.",2021-08-05T01:21:14Z,0,0,0.7096,Hahaha yes we have to wait yes we can speculate yes we can anticipate. Then when the day comes they will hate they will cry they will troll and thus is our way of life welcome to cancel culture lotr.
154,Aerion Fuegoscuro,I imagine Sauron in Numenor as a Petyr Baelish but way more intelligent and manipulative,2021-08-05T01:10:39Z,0,1,0.664,I imagine Sauron in Numenor as a Petyr Baelish but way more intelligent and manipulative
155,Rusty S,Orc hordes consist mostly of women and children.,2021-08-05T00:38:02Z,0,0,0.0,Orc hordes consist mostly of women and children.
156,Juliann Winfree,Time to reread some books 👏,2021-08-05T00:34:46Z,2,0,0.0,Time to reread some books 👏
157,djtripmix,Awesome!  Looking forward to it with antici ................ pation! Thanks!,2021-08-05T00:34:03Z,2,0,0.8349,Awesome!  Looking forward to it with antici ................ pation! Thanks!
158,One_Nation_Fanwear 1N,💩! I was optimistically hoping for a spring 22 or summer release at the latest. A little pipe puffing hairy footed Took can dream I guess.,2021-08-04T23:46:27Z,0,0,0.8016,💩! I was optimistically hoping for a spring 22 or summer release at the latest. A little pipe puffing hairy footed Took can dream I guess.
159,bmoneybby,"It&#39;s crazy how big entertainment decided to once and for all ruin Lord of the Rings, Dune and The Wheel of Time all at once.",2021-08-04T22:22:48Z,3,0,-0.5267,It&39;s crazy how big entertainment decided to once and for all ruin Lord of the Rings Dune and The Wheel of Time all at once.
160,Melvin Rosendaal,"Looking forward to see black dwarves, transgender elves and lots of nude scenes. I think tolkien would be happy to see that aswell😃🔫",2021-08-04T21:07:50Z,0,0,0.5719,Looking forward to see black dwarves transgender elves and lots of nude scenes. I think tolkien would be happy to see that aswell😃🔫
161,DorEnErnil,"Dammit, now I&#39;m gonna have to get Amazon Prime :(",2021-08-04T20:46:37Z,0,0,-0.296,Dammit now I&39;m gonna have to get Amazon Prime :(
162,Sniperforyou,Okay where do you read all this deep lore I read all the books. There&#39;s quite a few names I don&#39;t recognize whatsoever. Where do you read about the first and second age,2021-08-04T20:20:38Z,0,1,0.2263,Okay where do you read all this deep lore I read all the books. There&39;s quite a few names I don&39;t recognize whatsoever. Where do you read about the first and second age
163,sertaki,"this got my inner Tolkien nerd giddy.<br>Seems like Amazon got way more permission from the Tolkien estate to use the Silmarillion material than we thought.<br>Also, now I just can&#39;t wait for Stephen Colbert to go on a ranty explanation tirade of the show. :D",2021-08-04T18:32:30Z,0,0,0.7213,this got my inner Tolkien nerd giddy.brSeems like Amazon got way more permission from the Tolkien estate to use the Silmarillion material than we thought.brAlso now I just can&39;t wait for Stephen Colbert to go on a ranty explanation tirade of the show. :D
164,robalytics,Of course this will be a flashback bringing us to that point in the story were the show will begin.,2021-08-04T18:24:59Z,5,0,0.0,Of course this will be a flashback bringing us to that point in the story were the show will begin.
165,Jeff Messer,"Dan and crew, that was some epic level Tolkien nerdery right there...well done sirs and madams, well done.",2021-08-04T18:08:03Z,2,0,0.2732,Dan and crew that was some epic level Tolkien nerdery right there...well done sirs and madams well done.
166,sixtyninemangler,This new series is going to be some woke bs.,2021-08-04T16:55:50Z,0,0,0.0,This new series is going to be some woke bs.
167,João Pedro,"nothing bores me as much as someone just spewing made up fantasy names. god damn. who cares. I like to know characters, relationships and stakes, not a glossary of terms. makes it seem like I&#39;m studying for some chemestry test or semething",2021-08-04T16:12:16Z,0,1,0.8106,nothing bores me as much as someone just spewing made up fantasy names. god damn. who cares. I like to know characters relationships and stakes not a glossary of terms. makes it seem like I&39;m studying for some chemestry test or semething
168,Cal,This image isn’t during the first age nor is it on Middle Earth it’s before the first age and on Valinor. Lol why do you think they had to sail west at the end of RoTK?,2021-08-04T13:58:15Z,0,1,0.4215,This image isn’t during the first age nor is it on Middle Earth it’s before the first age and on Valinor. Lol why do you think they had to sail west at the end of RoTK?
169,Voldy356,I really hope this won&#39;t suck...,2021-08-04T13:25:47Z,1,0,0.4927,I really hope this won&39;t suck...
170,Edgar Plummer,"What are we gonna get - elves fucking dwarfs, dwarfs fucking orchs, humans fucking wizards and wizards fucking dragons - wow cannot wait.",2021-08-04T13:25:26Z,0,1,0.6222,What are we gonna get - elves fucking dwarfs dwarfs fucking orchs humans fucking wizards and wizards fucking dragons - wow cannot wait.
171,Johan Johansson,Wasnt this shit show canceled already?? I don&#39;t trust ANY of the people involved in this production.,2021-08-04T12:46:22Z,0,0,0.7639,Wasnt this shit show canceled already?? I don&39;t trust ANY of the people involved in this production.
172,justjd911,I missed the first look in the first place,2021-08-04T10:58:11Z,0,0,-0.296,I missed the first look in the first place
173,Belerez,🔥🔥🔥,2021-08-04T10:16:40Z,0,0,0.0,🔥🔥🔥
174,Brennan Bear,THE YEAR OF THE TREES. Not the first age!,2021-08-04T10:04:11Z,19,1,0.0,THE YEAR OF THE TREES. Not the first age!
175,Don Doflamingo,Hope they show the badass Melkor/Morgoth and the army of balrogs,2021-08-04T10:02:05Z,56,2,0.3182,Hope they show the badass Melkor/Morgoth and the army of balrogs
176,OD T,&quot;and every day was as long as a life-age of the earth.&quot;,2021-08-04T09:44:12Z,16,2,0.0,&quot;and every day was as long as a life-age of the earth.&quot;
177,Nick McCommon,Is anyone else excited to finally be able to know how to pronounce all these words? I&#39;m a huge Tolkien nerd that regularly looks up pronunciations and still can&#39;t get it right.,2021-08-04T08:43:00Z,2,4,0.3612,Is anyone else excited to finally be able to know how to pronounce all these words? I&39;m a huge Tolkien nerd that regularly looks up pronunciations and still can&39;t get it right.
178,GeoNerd,"The destroying of the 2 trees actually led into the 1st age, where the sun and moon were created",2021-08-04T08:19:59Z,108,1,-0.3818,The destroying of the 2 trees actually led into the 1st age where the sun and moon were created
179,Anonymous Freak,"<a href=""https://www.youtube.com/watch?v=7HK1uLDtzX4&amp;t=1m25s"">1:25</a> - Totally missed using an &quot;and unspoilt&quot; Uruk-Hai quote!",2021-08-04T08:05:34Z,5,0,-0.4186,"a href=""https://www.youtube.com/watch?v=7HK1uLDtzX4&amp;t=1m25s""1:25/a - Totally missed using an &quot;and unspoilt&quot; Uruk-Hai quote!"
180,Colin Payne,"If they are going to be showing flashbacks to the first age, I want to see the fall of Gondolin.",2021-08-04T08:04:36Z,167,12,0.0772,If they are going to be showing flashbacks to the first age I want to see the fall of Gondolin.
181,warhol cow,"Not sure about this. Do I want LOTR to be ruined like Star Wars? I think not. They tried the Hobbit, stop trying to make fetch happen unless it’s done with care and integrity because just cashing in or trying to recreate the magic of a classic is unwanted. I hope it does justice and isn’t like all the Star Wars stuff.",2021-08-04T08:00:11Z,0,1,0.2589,Not sure about this. Do I want LOTR to be ruined like Star Wars? I think not. They tried the Hobbit stop trying to make fetch happen unless it’s done with care and integrity because just cashing in or trying to recreate the magic of a classic is unwanted. I hope it does justice and isn’t like all the Star Wars stuff.
182,Maidros Fëanoron,The city is more likely Tirion,2021-08-04T07:40:29Z,1,2,0.0,The city is more likely Tirion
183,Ryan Haney,"Good video.  I&#39;m looking forward to the series,",2021-08-04T07:25:09Z,3,0,0.4404,Good video.  I&39;m looking forward to the series
184,Juno Wood,since the series is about strider i would say it is young aragorn,2021-08-04T07:01:34Z,0,0,0.0,since the series is about strider i would say it is young aragorn
185,adinath jichkar,That beautiful image represent billions of dollars 😘,2021-08-04T07:00:55Z,5,0,0.5994,That beautiful image represent billions of dollars 😘
186,CJ3,The Silmarillion was an incredible read. Loved it. Expecially the images.,2021-08-04T06:47:57Z,43,2,0.5994,The Silmarillion was an incredible read. Loved it. Expecially the images.
187,Kristian Skyy,over a year away! that&#39;s stupid,2021-08-04T06:36:57Z,0,0,-0.5707,over a year away! that&39;s stupid
188,David Analyst,"LOTR awesome.  The hobbit: pretty good but kinda fake an inauthentic   What is next, hobbit fans.  what is amazon going to do to this series. is this going to be better than the hobbit or worse.  Its going to be worse and you are all going to be let down.",2021-08-04T06:31:42Z,0,0,-0.3634,LOTR awesome.  The hobbit: pretty good but kinda fake an inauthentic   What is next hobbit fans.  what is amazon going to do to this series. is this going to be better than the hobbit or worse.  Its going to be worse and you are all going to be let down.
189,a wee monkey,Why is Krennic in Valinor?,2021-08-04T06:30:14Z,3,0,0.0,Why is Krennic in Valinor?
190,Goose Cag,Any chance its osgiliath?,2021-08-04T06:20:12Z,0,1,0.25,Any chance its osgiliath?
191,BrettopediaTV,please don&#39;t be a total woke mess,2021-08-04T06:12:40Z,3,0,-0.0516,please don&39;t be a total woke mess
192,Christian Cividino,"It’s not Valmar it’s Tirion upon Tuna. You can see the Bay of Eldamar, the Calacirya the Pass of Light and most importantly the Trees in the far distance. Valmar was closer to the Two Trees. The highest towers can be seen, the tallest being the Tower of Ingwë.",2021-08-04T06:08:04Z,52,5,0.3804,It’s not Valmar it’s Tirion upon Tuna. You can see the Bay of Eldamar the Calacirya the Pass of Light and most importantly the Trees in the far distance. Valmar was closer to the Two Trees. The highest towers can be seen the tallest being the Tower of Ingwë.
193,steve eardley,"The dudes ..ron, ron. The dudes ron, ron.",2021-08-04T06:04:07Z,0,0,0.0,The dudes ..ron ron. The dudes ron ron.
194,Caleb Birkhimer,"More like Eru Iluvatar, the supreme being who ruled over the whole of Arda",2021-08-04T05:40:25Z,1,2,0.7501,More like Eru Iluvatar the supreme being who ruled over the whole of Arda
195,steelsheen,"cautiously optimistic, although I can&#39;t really ignore the dramaz that came out of this during production. the movies are so good even if they only had 3 hours to tell their story, so my expectations for this cant be lower than the films because there more running time to tell the story properly.",2021-08-04T05:32:06Z,8,0,0.6293,cautiously optimistic although I can&39;t really ignore the dramaz that came out of this during production. the movies are so good even if they only had 3 hours to tell their story so my expectations for this cant be lower than the films because there more running time to tell the story properly.
196,Gary B,"Yup, not watching this…at least until it becomes more mainstream…which isn’t going to happen.this series will single handily kill Amazon prime !",2021-08-04T05:15:33Z,0,0,-0.6476,Yup not watching this…at least until it becomes more mainstream…which isn’t going to happen.this series will single handily kill Amazon prime !
197,Geronimo Jehoshaphat,Wow a piece of digital concept art. Amazing.,2021-08-04T05:08:42Z,2,0,0.8225,Wow a piece of digital concept art. Amazing.
198,Corbin Scott,No video on the wheel of time series that&#39;s coming up in November?,2021-08-04T05:08:05Z,1,0,-0.296,No video on the wheel of time series that&39;s coming up in November?
199,Drake Ryden,Bruh this guy’s edits with the lotr is funny asf 😅,2021-08-04T04:28:15Z,6,0,0.4404,Bruh this guy’s edits with the lotr is funny asf 😅
200,Ryan Longacre,I kept hearing the ticking and was wondering when Miss Minutes was gonna show up? Hey Ya&#39;ll!,2021-08-04T03:47:53Z,4,0,-0.2244,I kept hearing the ticking and was wondering when Miss Minutes was gonna show up? Hey Ya&39;ll!
201,PuffTheMagicDragon,Celebrimbor the greatest smith of the second age,2021-08-04T03:18:27Z,12,2,0.6369,Celebrimbor the greatest smith of the second age
202,Clint Johnson,"I feel trepidation that it will be a mix of the sex, nihilism, and blood of Game of Thrones, and the ham fisted identity politics that ruined Star Wars. I wager this will end up being something that would disgust, disappoint, and insult Tolkien were he alive to see it.",2021-08-04T02:46:03Z,4,4,-0.9325,I feel trepidation that it will be a mix of the sex nihilism and blood of Game of Thrones and the ham fisted identity politics that ruined Star Wars. I wager this will end up being something that would disgust disappoint and insult Tolkien were he alive to see it.
203,Baron Ganie,"I guess I&#39;ll postpone my suicide again.<br><br>Edit: the series looks interesting, gotta stay alive to watch it.",2021-08-04T02:40:50Z,1,0,-0.2732,I guess I&39;ll postpone my suicide again.brbrEdit: the series looks interesting gotta stay alive to watch it.
204,Pannibal Lecter,I don’t know much about LOTR lore and this was literally gibberish to me.,2021-08-04T02:32:15Z,6,1,0.0,I don’t know much about LOTR lore and this was literally gibberish to me.
205,Cuba Blue,The image is NOT of the First Age. It’s The Time of the Trees before the First Age (unless the image is a composite with The Two Trees added as some sort of memory or flashback),2021-08-04T02:26:23Z,149,16,0.0,The image is NOT of the First Age. It’s The Time of the Trees before the First Age (unless the image is a composite with The Two Trees added as some sort of memory or flashback)
206,Natepeel2828,"it is literally not hard to explaint he using of LOTR as shorthand for the show. no regular tv viewer would now what the fuck Middle Earth and the second age or any of that would be. but if you call it LOTR while in development, its more likely to be recognize (thanks to the movie)",2021-08-04T02:18:55Z,5,2,-0.4023,it is literally not hard to explaint he using of LOTR as shorthand for the show. no regular tv viewer would now what the fuck Middle Earth and the second age or any of that would be. but if you call it LOTR while in development its more likely to be recognize (thanks to the movie)
207,Alex,This cannot be the host&#39;s real accent.,2021-08-04T02:16:37Z,0,0,0.0,This cannot be the host&39;s real accent.
208,Matthew Jacobsmeyer,"Tolkien passed away on a September 2nd (in 1973), I wonder if that influenced the release date they chose.",2021-08-04T02:03:51Z,131,15,0.0,Tolkien passed away on a September 2nd (in 1973) I wonder if that influenced the release date they chose.
209,Barbosa Libertus,Know what&#39;s not gorgeous? The ugly cast.,2021-08-04T01:45:51Z,1,0,-0.1326,Know what&39;s not gorgeous? The ugly cast.
210,Barbosa Libertus,Soon to be the most expensive flop,2021-08-04T01:37:54Z,3,1,-0.3976,Soon to be the most expensive flop
211,Shaivayogi,"OK, this is Tolkien fact. That image is from &quot;The Years Of The Trees.&quot; The first day of the first age was when the sun and moon appeared for the first time AFTER a sapling and fruit from the two trees became the sun and the moon. Day one of the first age was the first day of the sun and moon.",2021-08-04T01:34:41Z,1,0,0.4466,OK this is Tolkien fact. That image is from &quot;The Years Of The Trees.&quot; The first day of the first age was when the sun and moon appeared for the first time AFTER a sapling and fruit from the two trees became the sun and the moon. Day one of the first age was the first day of the sun and moon.
212,Ji F.,The mystery figure is of course none other than Mephisto!,2021-08-04T01:19:37Z,170,10,0.0,The mystery figure is of course none other than Mephisto!
213,Groove Q,Epic number of words about one frame,2021-08-04T01:14:55Z,0,0,0.0772,Epic number of words about one frame
214,al m,"If this is well written and presented, Bad guys like The Night King from Got will seem like local yokels in some small village of Middle Earth. C&#39;mon, Witch King of Angmar vs Night King... LOL. One is fully fleshed out with war and the ring, while the other is an icy leader with crappy backstory.<br>The Second Age series should send fear and suspense up your spine.<br>Numenorians, Elves Sauron, the rings, wars, betrayals...<br>They would have to actively try to fail with the content available.",2021-08-04T01:11:46Z,1,0,-0.9164,If this is well written and presented Bad guys like The Night King from Got will seem like local yokels in some small village of Middle Earth. C&39;mon Witch King of Angmar vs Night King... LOL. One is fully fleshed out with war and the ring while the other is an icy leader with crappy backstory.brThe Second Age series should send fear and suspense up your spine.brNumenorians Elves Sauron the rings wars betrayals...brThey would have to actively try to fail with the content available.
215,Ronny Shama,"Im a hella big nerd &amp; watch almost all nerd stuff movies, tv, live action animated, new old, etc. But hearing you explain about the dark lord before Sauron, all i heard was  blah blah blah nerd babble blah blah.<br><br>You gotta explain it like &quot;so there&#39;s this guy...&quot;",2021-08-04T01:08:36Z,0,2,-0.7604,Im a hella big nerd &amp; watch almost all nerd stuff movies tv live action animated new old etc. But hearing you explain about the dark lord before Sauron all i heard was  blah blah blah nerd babble blah blah.brbrYou gotta explain it like &quot;so there&39;s this guy...&quot;
216,Amey Laghate,Hope it has that sick music...,2021-08-04T01:08:35Z,2,0,-0.1027,Hope it has that sick music...
217,Paul Kerton,"The amount of people on here who go on The One Wiki and confidently declare &quot;This is before the first age&quot; when it&#39;s not true at all. 🤦‍♂️🤦‍♂️<br><br>The Years of the Trees at least overlaps The First Age as they start at the Awakening of Elves, years and years before the destruction of the trees.<br><br>Tolkien said himself that The First Age was the longest. If they don&#39;t overlap, The First Age becomes the shortest.",2021-08-04T01:01:02Z,8,6,-0.4464,The amount of people on here who go on The One Wiki and confidently declare &quot;This is before the first age&quot; when it&39;s not true at all. 🤦‍♂️🤦‍♂️brbrThe Years of the Trees at least overlaps The First Age as they start at the Awakening of Elves years and years before the destruction of the trees.brbrTolkien said himself that The First Age was the longest. If they don&39;t overlap The First Age becomes the shortest.
